ID,diver,buddy,site_code,location_name,latitude,longitude,day,month,year,depth,code,scientific_name,max_diameter,max_height,percent_mortality,condition_code,percent_affected,distribution,rate_tissue_loss,coral_condition_notes,Count 
918,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,sint,Stephanocoenia intersepta,20,11,,clb,100,,,,4
923,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pfur,Porites furcata,4,1,,clb,100,,,,5
928,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pfur,Porites furcata,10,5,,clb,100,,,,10
938,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pfur,Porites furcata,20,11,,clb,100,,,,5
943,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pdiv,Porites divaricata,j,1,,clb,100,,,,1
944,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pdiv,Porites divaricata,10,5,,clb,100,,,,7
951,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pdiv,Porites divaricata,20,11,,clb,100,,,,7
957,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aaga,Agaricia agaricites,j,1,,clb,100,,,,12
968,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aaga,Agaricia agaricites,10,5,,clb,100,,,,23
991,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aaga,Agaricia agaricites,20,11,,clb,100,,,,14
1005,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aten,Agaricia tenuifolia,j,1,,clb,100,,,,1
1006,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aten,Agaricia tenuifolia,10,5,,clb,100,,,,8
1014,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aten,Agaricia tenuifolia,20,11,,clb,100,,,,11
1025,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,j,1,,clb,100,,,,11
1036,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,10,5,,clb,100,,,,24
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,20,11,,clb,100,,,,17
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,25,25,,clb,100,,,,1
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,40,25,40,clb,100,,a,TL from Bleaching,1
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,30,15,,clb,50,d,,,1
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,27,26,20,clb/tl,"100,5",d,a,,1
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,29,10,2,clp,100,w,,,1
1060,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,past,Porites astreoides,24,6,2,clb,100,w,,,1
1077,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,4,1,,clb,100,,,,15
1092,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,10,5,,clb,100,,,,1
1093,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,20,11,,clb,100,,,,3
1093,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,50,30,40,clp,100,,,,1
1093,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,25,10,20,clp,100,,,,1
1093,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,20,20,75,clp,100,,,,1
1093,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,ssid,Siderastrea siderea,26,16,40,clb,95,d,,,1
1097,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,sint,Stephanocoenia intersepta,20,11,,clb,100,,,,2
1096,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,srad,Siderastrea radians,20,11,,clb,100,,,,1
1097,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,sint,Stephanocoenia intersepta,21,10,,clp,98,d,,,1
1099,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,pdiv,Porites divaricata,20,11,,clb,100,,,,1
1100,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,pfur,Porites furcata,4,1,,clb,100,,,,6
1106,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,pfur,Porites furcata,10,5,,clb,100,,,,1
1107,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,pfur,Porites furcata,20,11,,clb,100,,,,1
1108,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aaga,Agaricia agaricites,j,1,,clb,100,,,,19
1127,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aaga,Agaricia agaricites,10,5,,clb,100,,,,50
1177,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aaga,Agaricia agaricites,20,11,,clb,100,,,,35
1177,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aaga,Agaricia agaricites,21,35,,clb,90,d,,,1
1177,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aaga,Agaricia agaricites,22,12,90,clb/tl,"100,5",mf,a,,1
1177,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aaga,Agaricia agaricites,42,18,95,clb,100,w,,,1
1212,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aten,Agaricia tenuifolia,4,1,,clb,100,,,,2
1214,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aten,Agaricia tenuifolia,10,5,,clb,100,,,,7
1221,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aten,Agaricia tenuifolia,20,11,,clb,100,,,,11
1221,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,cnat,Colpophyllia Natans,108,65,3,clp,95,d,,,1
1232,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,hcuc,Helioseris cucullata,10,5,,clb,100,,,,1
1233,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,mcav,Montrastraea cavernosa,10,5,,clb,100,,,,1
1234,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ofav,Orbicella faveolata,20,11,,clb,100,,,,1
1234,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ofav,Orbicella faveolata,60,65,,clb,40,d,,,1
1234,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ofav,Orbicella faveolata,36,40,5,clb/clp,"5,10","d,d",,,1
1235,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,oann,Orbicella annularis,20,11,,clb,100,,,,1
1235,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,oann,Orbicella annularis,30,40,,clb,100,,,,1
1235,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,oann,Orbicella annularis,50,55,,clb,60,mf,,,1
1236,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,j,1,,clb,100,,,,20
1256,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,4,1,,clb,100,,,,1
1257,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,10,5,,clb,100,,,,19
1276,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,20,11,,clb,100,,,,16
1276,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,30,20,,clp,5,mf,,,1
1276,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,25,15,,clb,100,,,,1
1276,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,26,6,5,clp,50,d,,,1
1276,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,past,Porites astreoides,25,18,5,clb/clp,"20,80","d,d",,,1
1292,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ppor,Porites porities,10,5,,clb,100,,,,1
1293,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pstr,Pseudodiploria strigosa,10,5,,clb,100,,,,2
1295,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pstr,Pseudodiploria strigosa,20,11,,clb,100,,,,2
1303,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,4,1,,clb,100,,,,9
1312,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,10,5,,clb,100,,,,4
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,20,11,,clb,100,,,,8
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,40,30,,clb,100,,,,2
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,30,30,,clb,100,,,,1
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,35,30,50,clb,100,,,,1
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,27,10,5,clb,95,d,,,1
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,27,8,5,clb/clp,"95,5",d.d,,,1
1324,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pfur,Porites furcata,4,1,,clb,100,,,,20
1344,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pfur,Porites furcata,10,5,,clb,100,,,,4
1348,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pfur,Porites furcata,20,11,,clb,100,,,,1
1348,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pfur,Porites furcata,25,20,10,clb,100,,,,1
1348,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pfur,Porites furcata,30,6,90,clb,100,w,,,1
1349,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,j,1,,clb,100,,,,3
1352,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,10,5,,clb,100,,,,2
1354,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,20,11,,clb,100,,,,4
1354,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,50,8,85,clb/tl,"100,20",mf,a,,1
1354,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,30,15,90,clb/tl,"100,20",mf,a,,1
1354,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,25,15,85,clb/tl,"100,5",mf,a,,1
1354,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,pdiv,Porites divaricata,32,15,90,clb/tl,"100,5",w/mf,a,,1
1511,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,srad,Siderastrea radians,2,1,,clb,100,,,,1
1512,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,srad,Siderastrea radians,10,5,,clb,100,,,,2
1518,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,sint,Stephanocoenia intersepta,32,16,10,clp,95,d,,,1
923,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pfur,Porites furcata,20,15,80,clb,100,,,,1
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,aten,Agaricia tenuifolia,40,21,,clb,100,,,,23
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,aten,Agaricia tenuifolia,80,41,,clb,100,,,,17
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,aten,Agaricia tenuifolia,81,81,,clb,100,,,,5
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,cnat,Colpophyllia natans,j,1,,clb,100,,,,1
,Erin Shilling,Nick Jones,cbc17,Curlew Patch Reef,16.78,-88.1012,15,11,2023,0,pfur,Porites furcata,j,1,,clb,100,,,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,70,40,,clb/tl,"100,50","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,60,40,,clb/tl,"100,50","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,85,40,,clb/tl,"100,40","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,130,100,,clb/tl,"100,30","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,25,20,,clb/tl,"100,20","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,60,30,,clb/tl,"100,40","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,50,30,,clb/tl,"100,60","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,70,50,,clb/tl,"100,20","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,35,20,,clb/tl,"100,20","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,75,40,,clb/tl,"100,40","w,mf",,,1
504,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,30,20,,clb/tl,"100,40","w,mf",,,1
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,80,41,,clb,100,,,,4
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,81,81,,clb,100,,,,2
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,aten,Agaricia tenuifolia,40,21,,clb,100,,,,24
,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,oann,Orbicella annularis,20,11,,clb,100,,,,1
635,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,ssid,Siderastrea siderea,4,1,,clb,100,,,,2
635,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,ssid,Siderastrea siderea,10,5,,clb,100,,,,2
1014,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.80406667,-88.07896667,14,11,2023,0,aten,Agaricia tenuifolia,40,21,,clb,100,,,,9
1014,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.8040667,-88.078967,14,11,2023,0,aten,Agaricia tenuifolia,80,41,,clb,100,,,,3
1014,Erin Shilling,Nick Jones,cbc20,CBC 30 North,16.8040667,-88.078967,14,11,2023,0,aten,Agaricia tenuifolia,81,81,,clb,100,,,,1
1221,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aten,Agaricia tenuifolia,40,21,,clb,100,,,,10
1221,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aten,Agaricia tenuifolia,80,41,,clb,100,,,,5
1221,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,aten,Agaricia tenuifolia,81,81,,clb,100,,,,2
1316,Erin Shilling,Nick Jones,cbc21,South Reef 30 North,16.77986667,-88.07665,14,11,2023,0,ssid,Siderastrea siderea,j,1,,clb,100,,,,3
629,Erin Shilling,Nick Jones,cbc3,CBC Lagoon Reef,16.80863,-88.0862,13,11,2023,0,pstr,Pseudodiploria strigosa,25,20,,clp,100,w,,,1
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ofav,Orbicella faveolata,40,35,0,CLB,90,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,25,10,80,CLB/TL,95,D,A,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,80,40,20,CLB/TL,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,pfur,Porites furcata,35,25,0,CLB,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,30,15,35,CLB/TL,95,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,40,20,0,CLB,95,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,38,20,0,CLB,90,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,pfur,Porites furcata,35,30,80,CLB/TL,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,30,10,0,CLB,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,aorites tencata,44,15,25,CLB/TL,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,40,5,95,CLB/TL,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,55,15,40,CLB/TL,100,D,,,
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,j,,,CLB,100,,,,5
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,10,5,,CLB,100,,,,12
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,20,11,,CLB,100,,,,9
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,10,5,,CLB,100,,,,9
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,20,11,,CLB,100,,,,9
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ofav ,Orbicella faveolata,4,1,,CLB,100,,,,7
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,j,,,CLB,100,,,,6
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,20,11,,CLB,100,,,,2
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,pfur,Porites furcata,10,5,,CLB,100,,,,14
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,pfur,Porites furcata,20,11,,CLB,100,,,,1
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,pstr,Pseudodiploria strigosa,10,5,,CLB,100,,,,2
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,10,5,,CLB,100,,,,3
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,20,11,,CLB,100,,,,4
,Felicia Aronson,Erin Shilling,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,40,21,,CLB,100,,,,2
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,j,,,CLB,100,,,,2
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,10,5,,CLB,100,,,,19
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aaga,Agaricia agaricites,20,11,,CLB,100,,,,11
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,20,11,,CLB,100,,,,4
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ofav,Orbicella faveolata,20,11,,CLB,100,,,,1
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,oann,Orbicella annularis,20,11,,CLB,100,,,,3
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,j,,,CLB,100,,,,1
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,10,5,,CLB,100,,,,5
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,20,11,,CLB,100,,,,5
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ppor,Porites porites,20,11,,CLB,100,,,,1
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,10,5,,CLB,100,,,,3
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,20,11,,CLB,100,,,,3
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,sint,Stephanocoenia intersepta,20,11,,CLB,100,,,,1
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,pfur,Porites furcata,10,5,,CLB,100,,,,7
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,pfur,Porites furcata,20,11,,CLB,100,,,,6
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,pdiv,Porites divaricata,10,5,,CLB,100,,,,2
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,60,50,10,CLB,100,W,NA,TL from bleaching,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,past,Porites astreoides,30,25,0,CLP,5,F,NA,,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,60,50,95,TL,0,MF,Old,,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,cnat,Colpophyllia natans,100,50,95,TL/CLB,20,MF,A,"Tagged, Hard to tell if TL from bleaching or disease",
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,60,30,50,CLB,100,W,NA,TL from bleaching,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,50,25,20,CLB,80,MF,NA,,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ofav,Orbicella faveolata,60,70,0,CLP,20,MF,NA,,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,aten,Agaricia tenuifolia,100,50,90,CLB,100,MF,NA,TL from bleaching,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,35,20,0,CLB,90,MF,NA,,
,Erin Shilling,Felicia Aronson,cbc21,South Reef 30 North,,,15,12,2023,,ssid,Siderastrea siderea,40,30,50,DC,100,MF,NA,Very patchy discoloration,
,Felicia Aronson,,cbc17,Curlew Patch Reef,,,16,12,2023,,aten,Agaricia agaricites,25,20,90,TL/CLB,100,D,,,
,Felicia Aronson,,cbc17,Curlew Patch Reef,,,16,12,2023,,mcav,Montrastraea cavernosa,40,45,0,CLB/CLP,40,D,,,
