Name,Date,SiteName,Habitat,Row,Column,Label,Annotator,Date annotated
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,587,662,Sand,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,741,1110,Hal_spp,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,862,1397,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,665,1670,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,819,2096,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,700,2339,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,735,2371,Macro,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,577,2598,Tk Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,770,2637,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,979,1061,Tk Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,992,1739,Sand,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1073,1208,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1139,1811,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1240,1835,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1470,304,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1575,661,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1570,1328,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1752,1240,Sand,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1352,2960,CLIONI,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1878,263,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2122,54,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2046,450,SpgOth,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2111,1236,Macro,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2001,1733,TAPE,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2239,1815,Tn Tf,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2033,2344,TAPE,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;28;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2009,2332,TAPE,LeahHarper,2022-08-02 18:14:32+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,280,567,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,276,927,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,412,2605,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,571,257,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,719,843,Tk Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,789,643,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,719,700,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,665,960,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,723,1677,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,787,1330,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,639,2675,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,754,2639,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,829,2426,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1213,528,LSUB_RUB,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1168,1519,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1000,2122,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1217,2084,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1156,2702,Tk Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1112,2635,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1542,1011,LSUB_RUB,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1516,1686,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1517,1698,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1417,1723,MALC,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1373,1715,MALC,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1539,1298,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1420,2207,LSUB_RUB,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1673,1870,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1628,1938,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1358,2931,Tn Tf,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1616,2697,LSUB_RUB,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1355,2525,Sand,LeahHarper,2022-08-02 18:16:15+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1801,406,Sand,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2157,191,LSUB_RUB,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2236,1336,Tn Tf,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2167,1722,Tn Tf,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2133,1408,LSUB_RUB,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2157,1608,TAPE,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1885,1314,Sand,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1976,2355,Tk Tf,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;29;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1904,1964,Tk Tf,LeahHarper,2022-08-02 18:16:14+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,304,394,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,137,1116,Sand,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,354,704,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,401,2142,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,184,2337,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,144,2612,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,319,2969,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,333,2494,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,778,1198,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,862,631,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,870,1704,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,459,1540,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,796,2198,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,809,2201,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,731,2982,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,995,331,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1270,90,SSID,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1225,636,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,963,922,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1306,1496,LSUB_RUB,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1093,1630,LSUB_RUB,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1147,1682,LSUB_RUB,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1216,1437,LSUB_RUB,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1165,2302,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1024,2148,BRAN-CALC,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,914,1973,Sand,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1706,523,ANTI,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1385,656,Sand,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1790,1074,Tn Tf,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1528,1553,Sand,LeahHarper,2022-08-02 18:25:03+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1750,1847,Tn Tf,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1672,2223,SHAD,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1719,2901,Sand,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1455,2476,Tn Tf,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1350,2948,LSUB_RUB,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1473,2671,LSUB_RUB,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2114,112,ANTI,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2035,1700,TAPE,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2014,1825,TAPE,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;2;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1932,2242,SHAD,LeahHarper,2022-08-02 18:25:02+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,10,547,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,16,63,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,170,162,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,364,60,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,96,80,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,270,1162,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,373,785,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,432,696,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,434,1552,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,11,2016,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,139,2144,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,398,2585,LSUB_RUB,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,664,130,LSUB_RUB,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,648,440,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,650,858,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,705,1345,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,468,2867,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,824,2836,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1028,596,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1093,454,Tn Tf,LeahHarper,2022-08-02 18:51:15+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1278,23,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1320,1490,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1063,1872,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,954,2759,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1373,112,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1780,419,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1360,674,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1747,1526,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1629,2154,PSEUGORG,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1362,2553,PSEUGORG,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1622,2718,PSEUGORG,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1628,2488,PSEUGORG,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1979,337,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1800,239,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1993,516,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1873,1127,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2148,1651,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2119,1714,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2042,2863,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;30;measured.JPG,10/1/19,CBC House Reef,Patch Reef,2026,2976,Tn Tf,LeahHarper,2022-08-02 18:51:14+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,90,210,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,58,780,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,212,1067,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,156,697,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,391,1459,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,278,1881,LSUB_RUB,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,123,2218,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,120,2879,GVEN,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,642,666,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,767,1664,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,625,1921,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,623,2257,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,616,2941,GVEN,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1185,151,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,967,553,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,936,52,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,975,1041,LSUB_RUB,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1252,1499,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1006,1768,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1332,2315,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1106,1991,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1092,2004,Sand,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1228,2923,GVEN,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1343,2606,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1374,556,LSUB_RUB,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1449,396,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1608,862,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1403,1660,SRAD,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1357,1535,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1782,1721,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1516,2188,Tk Tf,LeahHarper,2022-08-02 18:55:23+00:00
Belize;2019;House Reef;31;measured.JPG,10/1/19,CBC House Reef,Patch Reef,1430,1901,Tn Tf,LeahHarper,2022-08-02 18:55:23+00:00
